config_id,load_profile,net_delay_ms,fault_type,trial_in_session,cold_start,recovered,time_s,message,final_state,trial_id
idle_d0,idle,0,Server Crash,42,False,True,0.702657,"Worker verified — processed task correctly (21×2=42), total tasks: 42",Operational,242
idle_d0,idle,0,Server Crash,43,False,True,0.713013,"Worker verified — processed task correctly (21×2=42), total tasks: 43",Operational,243
idle_d0,idle,0,Server Crash,44,False,True,0.717028,"Worker verified — processed task correctly (21×2=42), total tasks: 44",Operational,244
idle_d0,idle,0,Server Crash,45,False,True,0.701622,"Worker verified — processed task correctly (21×2=42), total tasks: 45",Operational,245
idle_d0,idle,0,Server Crash,46,False,True,0.704146,"Worker verified — processed task correctly (21×2=42), total tasks: 46",Operational,246
idle_d0,idle,0,Server Crash,47,False,True,0.706049,"Worker verified — processed task correctly (21×2=42), total tasks: 47",Operational,247
idle_d0,idle,0,Server Crash,48,False,True,0.716552,"Worker verified — processed task correctly (21×2=42), total tasks: 48",Operational,248
idle_d0,idle,0,Server Crash,49,False,True,0.712251,"Worker verified — processed task correctly (21×2=42), total tasks: 49",Operational,249
idle_d0,idle,0,Server Crash,50,False,True,0.700774,"Worker verified — processed task correctly (21×2=42), total tasks: 50",Operational,250
idle_d0,idle,0,Server Crash,51,False,True,0.707396,"Worker verified — processed task correctly (21×2=42), total tasks: 51",Operational,251
idle_d0,idle,0,Server Crash,52,False,True,0.701738,"Worker verified — processed task correctly (21×2=42), total tasks: 52",Operational,252
idle_d0,idle,0,Server Crash,53,False,True,0.703654,"Worker verified — processed task correctly (21×2=42), total tasks: 53",Operational,253
idle_d0,idle,0,Server Crash,54,False,True,0.702774,"Worker verified — processed task correctly (21×2=42), total tasks: 54",Operational,254
idle_d0,idle,0,Server Crash,55,False,True,0.719333,"Worker verified — processed task correctly (21×2=42), total tasks: 55",Operational,255
idle_d0,idle,0,Server Crash,56,False,True,0.70051,"Worker verified — processed task correctly (21×2=42), total tasks: 56",Operational,256
idle_d0,idle,0,Server Crash,57,False,True,0.722731,"Worker verified — processed task correctly (21×2=42), total tasks: 57",Operational,257
idle_d0,idle,0,Server Crash,58,False,True,0.706182,"Worker verified — processed task correctly (21×2=42), total tasks: 58",Operational,258
idle_d0,idle,0,Server Crash,59,False,True,0.705822,"Worker verified — processed task correctly (21×2=42), total tasks: 59",Operational,259
idle_d0,idle,0,Server Crash,60,False,True,0.704388,"Worker verified — processed task correctly (21×2=42), total tasks: 60",Operational,260
idle_d0,idle,0,Server Crash,61,False,True,0.703587,"Worker verified — processed task correctly (21×2=42), total tasks: 61",Operational,261
